="É^ÉCÉgÉãÅFéËîzïKóvêîàÍóó"

="É_ÉEÉìÉçÅ[Éhì˙éûÅF2024/02/29 17:50:56"

="ëŒè€îNåéÅFÅÉ2023îN11åéÅÑÅGíSìñçHèÍÅFÅÉëÊÇPÅÑÅGåvéZãÊï™ÅFÅÉ 6éüïœçX 2023/11/21 18:18:54ÅÑÅGéËîzãÊï™ÅFÅÉédì¸êÊéËîzÅFéwíËÇ†ÇËÅGédì¸êÊíºëóÅFéwíËÇ†ÇËÅGédì¸êÊéxããÅFéwíËÇ»ÇµÅGëºçHèÍéËîzÅFéwíËÇ»ÇµÅGéÛããéËîzÅFéwíËÇ»ÇµÅGÅÑ;êÆîıé∫å¿íËÅFÅÉ1YÅFëÊÇPçHèÍÅÑÅGïiî‘éwíËÅFÅÉÅÑÅGédì¸êÊéwíËÅFÅÉÅÑÅGédì¸êÊçHèÍãÊï™ÅFÅÉÅÑÅGç∑ï™ï\é¶éwé¶ÅFÅÉñ≥ÇµÅÑÅG"

="åüçıåèêîÅFÅÉ  382ÅÑÅG"
="IX000 èàóùÇ™ê≥èÌÇ…äÆóπÇµÇ‹ÇµÇΩÅG"

="ïiî‘",="â¡çHê}ïÑçÜ",="ê›ïœïÑçÜ",="ïiñº",="ÉXÉeÅ[É^ÉX",="î≠íçãÊï™",="êÆîıé∫",="êÆîıé∫ñº",="éËîzãÊï™",="çHíˆì‡äOêª",="çHíˆÉRÅ[Éh",="édì¸êÊñº/çHèÍñº",="î≠ëóèÍèä",="î≠ëóèÍèäñº",="éÛãããÊï™",="å„çHíˆì‡äOêª",="å„çHíˆÉRÅ[Éh",="å„çHíˆédì¸êÊñº/çHèÍñº",="éÛì¸èÍèä",="éÛì¸èÍèäñº",="î†éÌóﬁ","é˚óeêî","äÓèÄç›å…ì˙êî","äÓèÄç›å…ñáêî","ÉTÉCÉNÉãä‘äu",="ÉTÉCÉNÉãâÒêî","ÉTÉCÉNÉãèÓïÒ",="çXêV",="çXêVé“",="ç≈èIçXêVì˙éû",="É}ÉCÉiÉXïKóvêîóLñ≥","ìñåéïKóvêî",="ìñåéâ“ì≠ì˙êî","óÇåéïKóvêî",="óÇåéâ“ì≠ì˙êî","óÇÅXåéïKóvêî",="óÇÅXåéâ“ì≠ì˙êî","óÇÅXÅXåéïKóvêî",="óÇÅXÅXåéâ“ì≠ì˙êî","1(êÖ)","2(ñÿ)","3(ã‡)","4(ìy)","5(ì˙)","6(åé)","7(âŒ)","8(êÖ)","9(ñÿ)","10(ã‡)","11(ìy)","12(ì˙)","13(åé)","14(âŒ)","15(êÖ)","16(ñÿ)","17(ã‡)","18(ìy)","19(ì˙)","20(åé)","21(âŒ)","22(êÖ)","23(ñÿ)","24(ã‡)","25(ìy)","26(ì˙)","27(åé)","28(âŒ)","29(êÖ)","30(ñÿ)",,"ìñåéåvéZêî","óÇåéåvéZêî","óÇÅXåéåvéZêî","óÇÅXÅXåéåvéZêî","1(êÖ)","2(ñÿ)","3(ã‡)","4(ìy)","5(ì˙)","6(åé)","7(âŒ)","8(êÖ)","9(ñÿ)","10(ã‡)","11(ìy)","12(ì˙)","13(åé)","14(âŒ)","15(êÖ)","16(ñÿ)","17(ã‡)","18(ìy)","19(ì˙)","20(åé)","21(âŒ)","22(êÖ)","23(ñÿ)","24(ã‡)","25(ìy)","26(ì˙)","27(åé)","28(âŒ)","29(êÖ)","30(ñÿ)",
="90564-63A012",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","          0",="22.0","          0",="20.0","          0",="18.0","          0",="21.0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",,"          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",
="90564-63A013",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","          0",="22.0","          0",="20.0","          0",="18.0","          0",="21.0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",,"          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",
="90564-63A014",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","          0",="22.0","          0",="20.0","          0",="18.0","          0",="21.0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",,"          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",
="90564-63A015",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","          0",="22.0","          0",="20.0","          0",="18.0","          0",="21.0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",,"          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",
="90564-63A016",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","          0",="22.0","          0",="20.0","          0",="18.0","          0",="21.0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",,"          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",
="90564-63A017",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","          0",="22.0","          0",="20.0","          0",="18.0","          0",="21.0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",,"          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",
="90564-63A018",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","          0",="22.0","          0",="20.0","          0",="18.0","          0",="21.0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",,"          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",
="90564-63A019",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","          0",="22.0","          0",="20.0","          0",="18.0","          0",="21.0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",,"          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",
="90564-63A020",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","          0",="22.0","          0",="20.0","          0",="18.0","          0",="21.0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",,"          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",
="90564-63A021",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","          0",="22.0","          0",="20.0","          0",="18.0","          0",="21.0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",,"          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",
="90564-63A022",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","          0",="22.0","          0",="20.0","          0",="18.0","          0",="21.0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",,"          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",
="90564-63A023",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","          0",="22.0","          0",="20.0","          0",="18.0","          0",="21.0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",,"          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",
="90564-63A024",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","          0",="22.0","          0",="20.0","          0",="18.0","          0",="21.0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",,"          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",
="90564-63A025",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","          0",="22.0","          0",="20.0","          0",="18.0","          0",="21.0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",,"          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",
="90564-63A026",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","         66",="22.0","         43",="20.0","         36",="18.0","         42",="21.0","          3","          3","          3","          0","          0","          3","          3","          3","          3","          3","          0","          0","          3","          3","          3","          3","          3","          0","          0","          3","          3","          3","          3","          3","          0","          0","          3","          3","          3","          3",,"         53","         42","         35","         41","          2","          2","          2","          0","          0","          2","          2","          2","          2","          2","          0","          0","          2","          2","          2","          2","          2","          0","          0","          2","          2","          2","          2","          2","          0","          0","          2","          2","          2","          2",
="90564-63A027",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","        548",="22.0","        421",="20.0","        355",="18.0","        418",="21.0","         23","         26","         25","          0","          0","         26","         27","         25","         27","         26","          0","          0","         25","         26","         25","         26","         23","          0","          0","         26","         26","         23","         27","         25","          0","          0","         23","         23","         22","         23",,"        536","        420","        354","        417","         22","         25","         24","          0","          0","         25","         26","         24","         26","         25","          0","          0","         24","         25","         24","         25","         22","          0","          0","         25","         25","         22","         26","         24","          0","          0","         22","         22","         21","         22",
="90564-63A028",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","      1,879",="22.0","      1,463",="20.0","      1,234",="18.0","      1,452",="21.0","         80","         88","         87","          0","          0","         90","         91","         85","         91","         90","          0","          0","         87","         88","         87","         88","         80","          0","          0","         89","         88","         79","         93","         85","          0","          0","         79","         79","         77","         78",,"      1,868","      1,462","      1,233","      1,451","         79","         87","         86","          0","          0","         89","         90","         84","         90","         89","          0","          0","         86","         87","         86","         87","         79","          0","          0","         88","         87","         78","         92","         84","          0","          0","         78","         78","         76","         77",
="90564-63A029",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","      1,665",="22.0","      1,295",="20.0","      1,092",="18.0","      1,285",="21.0","         71","         78","         77","          0","          0","         80","         81","         75","         81","         80","          0","          0","         77","         78","         77","         78","         71","          0","          0","         79","         78","         70","         82","         75","          0","          0","         70","         70","         68","         69",,"      1,653","      1,294","      1,091","      1,284","         70","         77","         76","          0","          0","         79","         80","         74","         80","         79","          0","          0","         76","         77","         76","         77","         70","          0","          0","         78","         77","         69","         81","         74","          0","          0","         69","         69","         67","         68",
="90564-63A030",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","      3,372",="22.0","      2,632",="20.0","      2,219",="18.0","      2,611",="21.0","        144","        158","        156","          0","          0","        162","        164","        152","        164","        162","          0","          0","        156","        158","        156","        158","        144","          0","          0","        160","        157","        142","        166","        153","          0","          0","        142","        141","        138","        139",,"      3,360","      2,631","      2,218","      2,610","        143","        157","        155","          0","          0","        161","        163","        151","        163","        161","          0","          0","        155","        157","        155","        157","        143","          0","          0","        159","        156","        141","        165","        152","          0","          0","        141","        140","        137","        138",
="90564-63A031",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","      2,093",="22.0","      1,631",="20.0","      1,376",="18.0","      1,619",="21.0","         89","         98","         97","          0","          0","        100","        102","         94","        102","        100","          0","          0","         97","         98","         97","         98","         89","          0","          0","         99","         98","         88","        103","         95","          0","          0","         88","         88","         86","         87",,"      2,082","      1,630","      1,375","      1,618","         88","         97","         96","          0","          0","         99","        101","         93","        101","         99","          0","          0","         96","         97","         96","         97","         88","          0","          0","         98","         97","         87","        102","         94","          0","          0","         87","         87","         85","         86",
="90564-63A032",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","        816",="22.0","        631",="20.0","        532",="18.0","        626",="21.0","         35","         38","         38","          0","          0","         39","         40","         37","         40","         39","          0","          0","         38","         38","         38","         38","         35","          0","          0","         39","         38","         34","         40","         37","          0","          0","         34","         34","         33","         34",,"        805","        630","        531","        625","         34","         37","         37","          0","          0","         38","         39","         36","         39","         38","          0","          0","         37","         37","         37","         37","         34","          0","          0","         38","         37","         33","         39","         36","          0","          0","         33","         33","         32","         33",
="90564-63A033",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","        281",="22.0","        211",="20.0","        178",="18.0","        209",="21.0","         12","         13","         13","          0","          0","         13","         14","         13","         14","         13","          0","          0","         13","         13","         13","         13","         12","          0","          0","         13","         13","         12","         14","         13","          0","          0","         12","         12","         11","         12",,"        268","        210","        177","        208","         11","         12","         12","          0","          0","         12","         13","         12","         13","         12","          0","          0","         12","         12","         12","         12","         11","          0","          0","         12","         12","         11","         13","         12","          0","          0","         11","         11","         10","         11",
="90564-63A034",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","        120",="22.0","         85",="20.0","         71",="18.0","         84",="21.0","          5","          6","          5","          0","          0","          6","          6","          5","          6","          6","          0","          0","          5","          6","          5","          6","          5","          0","          0","          6","          6","          5","          6","          5","          0","          0","          5","          5","          5","          5",,"        107","         84","         70","         83","          4","          5","          4","          0","          0","          5","          5","          4","          5","          5","          0","          0","          4","          5","          4","          5","          4","          0","          0","          5","          5","          4","          5","          4","          0","          0","          4","          4","          4","          4",
="90564-63A035",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","          0",="22.0","          0",="20.0","          0",="18.0","          0",="21.0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",,"          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",
="90564-63A036",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","          0",="22.0","          0",="20.0","          0",="18.0","          0",="21.0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",,"          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",
="90564-63A037",="",="",="SHIM",="égópíÜ",="Ç©ÇÒÇŒÇÒ",="1Y",="ëÊÇPçHèÍ",="éËîz",="Ço",="6454",="ÅiäîÅjÉÄÉçÉRÅ[É|ÉåÅ[ÉVÉáÉì",="01",="",="Å\Å\",="Çl",="01",="ëÊÇP",="1Y",="à¿èÈëÊÇPçHèÍ",="TP-131  ›÷≥","      100","  0.93"," 3.0","1",="01","  0.73",="",="",="",="","          0",="22.0","          0",="20.0","          0",="18.0","          0",="21.0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",,"          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0","          0",
